Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
8648,9/18/2012,11/12/2022,Express Shipping,6481,Dani Coffey,Corporate,United States,Inglewood,California,90305,East,3292,Furniture,Paper,Table,532.39,93,0.21,243.43
7116,9/4/2011,12/29/2022,Same Day Shipping,8139,Danielle MacClay,Consumer,United States,Newport Beach,California,92662,East,5702,Furniture,Tables,Pen,803.6,59,0.48,114.98
7956,3/17/2018,8/21/2014,Standard Shipping,7444,Mike Palmar,Home Office,United States,Sunnyvale,California,94089,East,3930,Office Supplies,Pens,Phone,566.84,41,0.12,355.21
7031,4/30/2015,9/6/2019,Same Day Shipping,3121,Marietta Chanter,Home Office,United States,Inglewood,California,90305,East,6807,Furniture,Pens,Laptop,41.63,36,0.19,426.56
8178,10/27/2019,3/12/2013,Express Shipping,5329,Anatole Naughton,Corporate,United States,Sacramento,California,95894,North,3428,Furniture,Chairs,Pen,269.08,92,0.48,265.9
3218,8/18/2011,9/25/2016,Same Day Shipping,2288,Hynda O'Mara,Corporate,United States,Oakland,California,94627,West,7899,Furniture,Paper,Chair,676.82,58,0.42,244.64
3047,5/18/2016,6/2/2019,Same Day Shipping,7478,Arv Tretter,Corporate,United States,Pasadena,California,91103,East,9939,Furniture,Laptops,Table,325.91,100,0.14,129.46
6511,10/31/2010,11/15/2021,Express Shipping,7284,Tarra Paszak,Home Office,United States,San Diego,California,92165,East,8720,Technology,Tables,Phone,900.41,6,0.29,342.75
2421,2/3/2019,8/27/2017,Standard Shipping,1905,Dar Nestor,Corporate,United States,Corona,California,92883,South,8651,Office Supplies,Paper,Laptop,224.77,62,0.43,327.09
5448,7/17/2015,9/11/2013,Express Shipping,2233,Almeda Scardafield,Home Office,United States,Burbank,California,91505,North,1947,Office Supplies,Tables,Phone,314.4,74,0.27,452.06
6920,4/14/2014,2/11/2022,Same Day Shipping,1818,Stephenie Sheerman,Home Office,United States,Oceanside,California,92056,North,2799,Furniture,Paper,Paper,879.26,30,0.47,162.83
7012,1/23/2013,11/13/2018,Same Day Shipping,2774,Claiborn Meckiff,Home Office,United States,San Diego,California,92110,North,3802,Furniture,Laptops,Paper,822.33,9,0.14,221.81
2817,6/7/2011,10/27/2019,Standard Shipping,7346,L;urette Solon,Home Office,United States,San Rafael,California,94913,East,9059,Office Supplies,Chairs,Laptop,206.27,80,0.27,223.76
4577,4/1/2016,7/11/2011,Standard Shipping,2633,Rem Trussell,Consumer,United States,San Diego,California,92110,North,9572,Office Supplies,Paper,Pen,721.98,68,0.02,326.86
3118,1/12/2013,1/28/2018,Standard Shipping,7215,Kaylee Cana,Consumer,United States,San Francisco,California,94110,West,8137,Office Supplies,Tables,Table,342.12,3,0.33,475.58
7222,12/1/2021,7/11/2011,Express Shipping,5050,Corabelle McMoyer,Corporate,United States,Los Angeles,California,90040,North,7270,Furniture,Phones,Table,365.37,41,0.34,195.79
7221,7/4/2019,5/8/2019,Express Shipping,4636,Culver Heinzel,Corporate,United States,Oakland,California,94627,North,1271,Furniture,Tables,Table,571.46,70,0.27,310.98
2916,1/7/2016,11/3/2022,Same Day Shipping,5521,Millicent Plom,Consumer,United States,Los Angeles,California,90040,West,5565,Technology,Tables,Chair,733.77,27,0.37,464.52
4881,12/30/2014,8/10/2011,Same Day Shipping,1209,Misty Van Dijk,Corporate,United States,Sacramento,California,94291,South,8501,Office Supplies,Laptops,Paper,192.78,96,0.16,430.26
3997,9/6/2021,1/24/2021,Express Shipping,4998,Catherina Gianni,Home Office,United States,San Francisco,California,94159,North,1108,Office Supplies,Laptops,Laptop,790.35,66,0.31,442.43
5332,8/7/2022,2/29/2012,Standard Shipping,3119,Rusty Ellgood,Home Office,United States,Stockton,California,95210,North,2705,Furniture,Tables,Table,119.42,36,0.45,455.41
1184,8/9/2019,11/11/2014,Same Day Shipping,2579,Chance Fever,Home Office,United States,Van Nuys,California,91499,South,4665,Furniture,Paper,Table,376.07,76,0.46,394.53
2275,10/6/2021,7/7/2013,Same Day Shipping,3444,Joycelin Boneham,Corporate,United States,Long Beach,California,90805,East,7698,Technology,Phones,Laptop,116.36,93,0.37,169.06
7422,6/29/2019,1/8/2020,Same Day Shipping,1996,Hanson Bedinn,Consumer,United States,Richmond,California,94807,South,4520,Office Supplies,Chairs,Paper,711.66,76,0.41,258.04
8606,2/10/2012,7/10/2017,Same Day Shipping,5771,Valentina Goadby,Consumer,United States,Los Angeles,California,90055,South,7198,Furniture,Pens,Table,155.07,27,0.39,142.19
6586,11/18/2019,11/21/2016,Express Shipping,6988,Cristie Runciman,Consumer,United States,Pasadena,California,91186,South,3235,Technology,Phones,Phone,860.51,91,0.19,293.49
3796,6/27/2017,12/3/2019,Standard Shipping,3130,Adaline Thrasher,Home Office,United States,Whittier,California,90610,North,5451,Furniture,Chairs,Table,18.73,50,0.31,474.9
2302,11/6/2018,12/2/2018,Same Day Shipping,4163,Nyssa Twidale,Corporate,United States,San Francisco,California,94121,West,9983,Technology,Tables,Laptop,726.41,44,0.36,378.61
1935,12/1/2013,7/28/2019,Standard Shipping,3251,Hayyim Caustick,Consumer,United States,San Jose,California,95160,East,6452,Furniture,Laptops,Chair,673.27,41,0.08,143.01
7158,12/26/2010,7/31/2020,Standard Shipping,6823,Aleda Lapthorne,Corporate,United States,Los Angeles,California,90094,South,6225,Furniture,Paper,Table,461.52,62,0.02,147.89
9901,4/5/2020,6/26/2010,Express Shipping,6594,Barny Stredder,Consumer,United States,Los Angeles,California,90045,South,7960,Furniture,Pens,Table,588.23,86,0.06,494.16
1420,2/16/2010,12/10/2013,Standard Shipping,7762,Imogene Ivashkin,Corporate,United States,Corona,California,92878,North,2731,Furniture,Chairs,Laptop,167.68,67,0.07,446.39
5738,6/5/2010,1/8/2013,Express Shipping,9839,Laney Polycote,Home Office,United States,Sacramento,California,95894,East,3256,Furniture,Pens,Paper,421.89,2,0.15,353.37
5021,9/2/2010,6/16/2013,Same Day Shipping,9550,Konstanze Janu,Corporate,United States,Carlsbad,California,92013,West,5247,Furniture,Phones,Pen,48.85,73,0.49,283.63
6324,7/12/2012,10/15/2015,Standard Shipping,3232,Clarine Grattan,Consumer,United States,Santa Ana,California,92725,North,5677,Furniture,Chairs,Phone,494.21,42,0.37,207.68
3742,11/14/2019,2/18/2017,Standard Shipping,1064,Ely Fowley,Home Office,United States,Simi Valley,California,93094,West,4333,Office Supplies,Laptops,Paper,782.91,83,0.12,128.59
5352,1/10/2019,5/6/2012,Standard Shipping,3043,Hermia Burghill,Corporate,United States,Sacramento,California,94273,West,9573,Technology,Paper,Chair,856.0,25,0.41,104.86
7753,9/22/2013,9/26/2013,Express Shipping,6225,Darby Yeldham,Consumer,United States,San Diego,California,92105,East,1426,Furniture,Phones,Phone,16.19,61,0.16,403.86
3239,12/31/2021,1/4/2011,Standard Shipping,2749,Arline Dunseith,Corporate,United States,Simi Valley,California,93094,North,9929,Office Supplies,Pens,Pen,151.01,26,0.36,469.47
6207,10/27/2022,11/27/2012,Express Shipping,3450,Brande Pickrill,Corporate,United States,Pasadena,California,91131,East,5244,Office Supplies,Chairs,Paper,65.1,39,0.15,349.43
4989,4/19/2012,3/6/2016,Same Day Shipping,3093,Billye Sheering,Corporate,United States,Simi Valley,California,93094,West,6400,Technology,Phones,Table,181.58,24,0.02,417.53
9744,8/26/2012,7/26/2020,Express Shipping,1403,Boycie Chesterman,Corporate,United States,Santa Cruz,California,95064,East,8508,Technology,Pens,Table,941.9,51,0.21,246.29
5236,4/25/2022,7/4/2013,Same Day Shipping,5483,Marleen Davidescu,Corporate,United States,Pasadena,California,91117,North,3087,Furniture,Tables,Phone,713.33,73,0.19,149.94
7755,2/2/2018,3/28/2018,Same Day Shipping,9276,Ali Elford,Corporate,United States,Whittier,California,90610,North,5971,Furniture,Laptops,Laptop,555.89,61,0.35,369.42
9689,11/30/2022,5/30/2016,Express Shipping,7233,Parrnell Haythornthwaite,Corporate,United States,Garden Grove,California,92645,South,2736,Furniture,Laptops,Laptop,37.09,4,0.26,367.93
3213,3/27/2014,3/13/2020,Same Day Shipping,7137,Charmine Conant,Corporate,United States,Oceanside,California,92056,West,8604,Office Supplies,Phones,Phone,825.05,53,0.41,301.07
4933,9/22/2016,7/12/2022,Express Shipping,4108,Daniela Bentote,Consumer,United States,Newport Beach,California,92662,East,6132,Technology,Pens,Phone,32.4,53,0.12,144.03
6248,4/7/2020,7/29/2022,Standard Shipping,8766,Zilvia Rainbow,Consumer,United States,Pasadena,California,91131,East,8226,Furniture,Tables,Phone,240.91,8,0.0,154.91
9066,7/14/2011,7/14/2017,Same Day Shipping,4253,Dallon Boyington,Consumer,United States,Fresno,California,93704,East,8117,Office Supplies,Laptops,Pen,19.86,1,0.21,197.42
3460,8/7/2012,9/27/2014,Same Day Shipping,6008,Nickola Fishbourn,Home Office,United States,Burbank,California,91505,South,5799,Furniture,Paper,Phone,81.43,57,0.29,265.91
2738,5/13/2019,8/15/2014,Express Shipping,6112,Chrissy McLeese,Corporate,United States,Inglewood,California,90305,West,2126,Technology,Laptops,Paper,345.65,70,0.19,317.13
2677,9/14/2013,8/12/2017,Standard Shipping,7692,Rachelle Flintoft,Home Office,United States,San Francisco,California,94159,South,3374,Furniture,Pens,Paper,21.1,91,0.18,426.61
4611,11/20/2018,4/24/2018,Same Day Shipping,7490,Sigmund Cosens,Home Office,United States,Sacramento,California,95813,West,2463,Office Supplies,Chairs,Table,355.35,77,0.01,476.65
2460,2/13/2020,3/18/2014,Express Shipping,5821,Lisbeth Klaas,Consumer,United States,Los Angeles,California,90189,South,4977,Furniture,Chairs,Paper,27.19,48,0.38,355.75
6582,10/10/2022,7/3/2017,Same Day Shipping,6111,Berni Siemantel,Consumer,United States,Van Nuys,California,91499,South,9123,Technology,Pens,Pen,137.78,73,0.22,398.79
7271,5/8/2018,9/30/2018,Standard Shipping,3031,Nicol Mirando,Home Office,United States,Inglewood,California,90398,East,9736,Furniture,Laptops,Table,108.08,67,0.47,113.58
1468,10/23/2010,8/7/2015,Express Shipping,7921,Raimundo Keeri,Home Office,United States,Sacramento,California,95894,West,7724,Furniture,Chairs,Pen,817.95,57,0.01,127.08
6821,9/30/2022,3/13/2022,Express Shipping,3078,Whitney Cupper,Home Office,United States,San Diego,California,92191,South,4387,Office Supplies,Chairs,Pen,339.19,75,0.23,347.23
9048,4/27/2013,4/3/2017,Express Shipping,7271,Angelita Crate,Corporate,United States,San Francisco,California,94159,North,3512,Furniture,Pens,Table,487.45,21,0.46,287.15
9684,10/11/2017,5/24/2010,Standard Shipping,9941,Johnny McKinnon,Consumer,United States,Sacramento,California,94237,South,1421,Technology,Paper,Table,437.09,53,0.02,159.16
1306,10/5/2021,12/30/2018,Express Shipping,6540,Jewelle Ladbury,Home Office,United States,San Jose,California,95128,West,3934,Office Supplies,Pens,Chair,648.52,26,0.25,385.96
5778,11/24/2018,2/11/2013,Standard Shipping,1545,Jude Baruch,Corporate,United States,Pasadena,California,91131,West,6055,Technology,Laptops,Chair,686.55,71,0.08,177.35
8566,3/29/2022,1/21/2022,Standard Shipping,3601,Berty Beevor,Home Office,United States,Sacramento,California,94263,West,8219,Furniture,Tables,Phone,103.59,72,0.41,403.22
3566,4/15/2020,6/21/2022,Same Day Shipping,1696,Jervis Rawlinson,Home Office,United States,Oakland,California,94627,East,4394,Furniture,Laptops,Paper,807.04,66,0.36,447.4
9832,2/19/2021,7/27/2016,Express Shipping,2568,Cher Kelwick,Corporate,United States,Fresno,California,93715,West,2385,Office Supplies,Paper,Laptop,709.56,40,0.18,272.42
5823,12/12/2011,8/28/2022,Same Day Shipping,9973,Vannie Farrow,Consumer,United States,Sacramento,California,94297,East,1808,Office Supplies,Paper,Pen,60.79,3,0.47,142.42
1224,10/4/2020,8/22/2018,Express Shipping,5868,Ara Petera,Corporate,United States,Fullerton,California,92835,East,2400,Technology,Chairs,Pen,864.64,95,0.09,436.92
1716,10/31/2015,6/11/2019,Same Day Shipping,5769,Belle Schruur,Corporate,United States,Corona,California,92878,East,7609,Furniture,Chairs,Phone,981.23,4,0.39,379.46
5894,1/11/2019,3/3/2019,Standard Shipping,2194,Morry Baswall,Consumer,United States,Sacramento,California,94297,North,7772,Office Supplies,Paper,Pen,648.81,21,0.44,129.03
2142,1/23/2016,7/11/2013,Same Day Shipping,9319,Guilbert Giron,Consumer,United States,San Jose,California,95128,South,2494,Office Supplies,Laptops,Table,418.46,100,0.44,105.53
3886,4/30/2014,7/12/2018,Express Shipping,6379,Dexter Smead,Consumer,United States,Irvine,California,92619,East,8817,Office Supplies,Phones,Phone,37.03,2,0.39,212.04
8791,11/27/2019,10/12/2011,Same Day Shipping,2931,Randi Nawton,Corporate,United States,Chico,California,95973,North,6338,Furniture,Phones,Paper,955.59,22,0.3,194.6
8775,5/24/2010,3/6/2021,Standard Shipping,9824,Catherine Aleixo,Home Office,United States,Lancaster,California,93584,West,7298,Furniture,Pens,Phone,133.19,26,0.2,383.54
1162,11/14/2021,3/2/2019,Express Shipping,7661,Meridith Pabst,Consumer,United States,San Jose,California,95138,East,3010,Office Supplies,Laptops,Pen,10.83,68,0.48,453.64
5110,4/5/2021,2/9/2021,Standard Shipping,2387,Forster Antonnikov,Corporate,United States,Santa Rosa,California,95405,West,1694,Office Supplies,Paper,Table,807.64,38,0.19,155.27
5476,6/18/2020,6/16/2018,Express Shipping,9916,Niki Woodier,Consumer,United States,San Francisco,California,94154,North,3090,Office Supplies,Chairs,Chair,525.31,91,0.18,350.67
2907,12/12/2019,1/29/2021,Express Shipping,9564,Gwenette Klimp,Home Office,United States,Mountain View,California,94042,East,1425,Office Supplies,Phones,Laptop,568.59,30,0.36,168.18
4853,6/20/2013,7/21/2018,Same Day Shipping,8327,Benjy de Wilde,Corporate,United States,Inglewood,California,90305,South,6913,Furniture,Laptops,Chair,355.75,35,0.32,115.48
2187,6/30/2015,7/25/2018,Express Shipping,1859,Justine Liffe,Home Office,United States,Carlsbad,California,92013,East,1734,Technology,Tables,Pen,833.65,9,0.23,227.66
4771,9/17/2011,10/13/2022,Same Day Shipping,2944,Donovan Jaray,Corporate,United States,Los Angeles,California,90030,South,3716,Office Supplies,Phones,Laptop,462.51,93,0.35,133.46
7656,1/30/2022,12/12/2021,Standard Shipping,5371,Marleen Bedome,Corporate,United States,Fresno,California,93762,North,8603,Office Supplies,Phones,Table,482.33,61,0.12,108.21
9342,1/19/2018,7/29/2020,Standard Shipping,2500,Nettle Smullen,Consumer,United States,San Diego,California,92127,North,1555,Furniture,Chairs,Chair,775.61,44,0.13,265.84
2660,8/5/2016,10/18/2016,Express Shipping,8022,Rosetta Burgwin,Home Office,United States,Sacramento,California,95818,East,5255,Furniture,Paper,Paper,962.73,97,0.14,227.65
9884,9/25/2016,6/9/2015,Same Day Shipping,9092,Cal Hallybone,Home Office,United States,San Francisco,California,94121,East,5012,Office Supplies,Chairs,Phone,215.46,87,0.2,127.18
1889,11/18/2012,9/11/2010,Express Shipping,1069,Tito Juschka,Home Office,United States,Pasadena,California,91117,South,4525,Furniture,Chairs,Chair,694.24,78,0.49,215.77
9267,9/9/2016,12/30/2019,Same Day Shipping,8307,Maximo Lauthian,Home Office,United States,Alhambra,California,91841,South,6670,Technology,Paper,Paper,668.39,43,0.18,265.21
3859,7/30/2020,11/25/2012,Same Day Shipping,7593,Elvin Ackerley,Consumer,United States,Fresno,California,93762,South,9343,Furniture,Tables,Table,644.25,71,0.21,232.41
1094,3/2/2011,7/14/2019,Standard Shipping,6613,Darrick Cotilard,Corporate,United States,Carlsbad,California,92013,North,5465,Technology,Pens,Table,468.86,27,0.15,184.39
6277,6/10/2018,1/22/2015,Same Day Shipping,4608,Butch Dzeniskevich,Home Office,United States,Santa Cruz,California,95064,South,4447,Office Supplies,Tables,Laptop,95.33,80,0.2,245.05
3894,9/5/2017,5/7/2017,Same Day Shipping,1132,Jecho Semarke,Corporate,United States,San Francisco,California,94110,East,9286,Furniture,Phones,Phone,354.3,38,0.29,210.85
6774,7/7/2010,9/6/2015,Standard Shipping,3832,Blinni Perring,Home Office,United States,San Diego,California,92191,East,6497,Technology,Chairs,Pen,611.84,13,0.09,160.59
9504,8/28/2011,4/18/2019,Same Day Shipping,9431,Giselbert Charrington,Consumer,United States,Fresno,California,93773,North,5801,Office Supplies,Paper,Phone,153.63,44,0.05,440.45
9510,1/2/2016,5/1/2010,Same Day Shipping,1458,Sal Venners,Consumer,United States,Stockton,California,95205,North,4291,Technology,Tables,Paper,963.35,25,0.09,259.57
7297,1/25/2019,8/7/2012,Standard Shipping,6068,Clare Raoul,Consumer,United States,Long Beach,California,90831,East,2820,Office Supplies,Paper,Chair,260.51,1,0.05,394.09
2089,3/5/2011,6/8/2022,Same Day Shipping,8104,Bernelle Leyborne,Home Office,United States,Garden Grove,California,92645,West,2868,Furniture,Paper,Paper,892.26,66,0.31,191.19
3556,12/6/2016,2/24/2014,Express Shipping,7974,Perkin Raybould,Corporate,United States,Torrance,California,90505,South,5421,Office Supplies,Pens,Pen,999.27,1,0.5,151.79
5718,9/9/2014,10/3/2010,Standard Shipping,1963,Carly Ruperti,Corporate,United States,Stockton,California,95210,West,2020,Office Supplies,Phones,Laptop,202.55,24,0.14,243.51
5945,7/16/2017,10/9/2018,Same Day Shipping,5086,Karil Boyington,Home Office,United States,Sacramento,California,95894,South,6300,Technology,Paper,Laptop,407.58,100,0.04,489.25
3860,10/10/2010,4/29/2019,Standard Shipping,3506,Even Dyos,Consumer,United States,San Francisco,California,94159,North,4715,Technology,Laptops,Paper,482.03,34,0.4,419.81
8229,1/16/2013,4/17/2020,Standard Shipping,8775,Caril McGraw,Consumer,United States,Anaheim,California,92825,North,2072,Technology,Tables,Pen,250.91,5,0.43,253.5
5247,11/26/2017,4/19/2019,Express Shipping,5975,Shell Whiting,Corporate,United States,Los Angeles,California,90055,North,2136,Technology,Pens,Chair,988.81,48,0.23,281.85
4422,8/8/2020,9/24/2021,Same Day Shipping,4486,Nils Seabourne,Home Office,United States,Fullerton,California,92640,East,5680,Furniture,Pens,Table,516.31,41,0.32,128.33
1897,7/21/2013,1/1/2015,Same Day Shipping,3144,Haley Laughnan,Home Office,United States,Palmdale,California,93591,East,5886,Office Supplies,Chairs,Laptop,902.03,54,0.17,104.19
1264,10/30/2016,5/16/2012,Standard Shipping,9339,Sondra Tourville,Corporate,United States,Oakland,California,94622,North,8077,Technology,Laptops,Laptop,358.95,50,0.07,189.47
3825,10/11/2019,7/9/2020,Standard Shipping,4477,Lynnea Chastaing,Corporate,United States,Oakland,California,94627,South,2475,Furniture,Tables,Paper,526.1,10,0.18,424.11
4089,11/9/2010,5/28/2019,Express Shipping,8750,Josefina Unger,Consumer,United States,Pasadena,California,91199,South,5304,Technology,Tables,Phone,636.34,19,0.49,311.75
2684,9/8/2011,6/27/2014,Express Shipping,6866,Carlotta Geall,Consumer,United States,San Jose,California,95194,East,1538,Office Supplies,Chairs,Paper,421.75,83,0.27,280.58
6933,8/18/2022,6/20/2016,Express Shipping,6162,Pierson Whitcombe,Corporate,United States,Bakersfield,California,93305,South,4591,Technology,Paper,Pen,558.17,1,0.11,171.98
1979,12/5/2022,4/13/2013,Standard Shipping,1758,Jeanne Pail,Consumer,United States,Fresno,California,93762,East,3364,Furniture,Pens,Table,826.15,15,0.24,204.61
5079,6/16/2012,5/30/2022,Standard Shipping,3832,Griffin Hamberston,Consumer,United States,Simi Valley,California,93094,South,4136,Office Supplies,Pens,Paper,585.56,42,0.42,379.11
3921,9/3/2010,9/30/2011,Same Day Shipping,2916,Terrance Hucks,Consumer,United States,Corona,California,92878,East,9492,Office Supplies,Chairs,Phone,458.65,35,0.1,109.75
4498,6/8/2011,6/7/2022,Same Day Shipping,9689,Lara Plom,Consumer,United States,San Diego,California,92127,East,1919,Furniture,Laptops,Paper,245.82,77,0.19,242.44
6700,5/18/2021,1/7/2015,Express Shipping,6199,Christoffer Hynard,Corporate,United States,Oakland,California,94611,West,8131,Technology,Chairs,Phone,346.88,32,0.47,283.86
3999,1/8/2019,10/11/2018,Standard Shipping,1591,Maurise Ennion,Corporate,United States,Sacramento,California,94297,East,6722,Office Supplies,Phones,Chair,178.68,34,0.33,262.87
2463,6/6/2011,7/22/2020,Express Shipping,6239,Ricky Tanner,Home Office,United States,Garden Grove,California,92645,East,1913,Furniture,Tables,Laptop,432.52,83,0.38,251.37
6109,4/9/2016,10/16/2011,Standard Shipping,9389,Queenie Gavrielly,Consumer,United States,Richmond,California,94807,South,8196,Furniture,Paper,Chair,410.77,31,0.23,452.53
8918,11/6/2014,4/10/2015,Same Day Shipping,2392,Terri O'Dowling,Home Office,United States,Fresno,California,93762,North,7304,Furniture,Laptops,Laptop,727.68,25,0.1,157.38
7778,10/9/2021,4/8/2022,Same Day Shipping,6357,Carlynn McGrann,Corporate,United States,Santa Cruz,California,95064,South,2338,Furniture,Tables,Laptop,4.71,92,0.03,268.34
9826,3/12/2016,2/3/2015,Same Day Shipping,3616,Darrin MacKill,Corporate,United States,Sacramento,California,95813,West,8424,Technology,Phones,Pen,740.97,55,0.29,366.69
7299,8/16/2012,6/24/2018,Same Day Shipping,1269,Fonz Dishmon,Home Office,United States,Richmond,California,94807,West,3010,Furniture,Laptops,Chair,918.3,79,0.07,247.16
3149,9/15/2016,12/6/2014,Same Day Shipping,5636,Robinet Rutherfoord,Corporate,United States,Sacramento,California,94297,East,4786,Furniture,Pens,Laptop,563.79,28,0.12,239.65
9434,5/3/2018,7/5/2017,Standard Shipping,2660,Aleksandr Scouler,Corporate,United States,Oakland,California,94622,North,4280,Furniture,Tables,Paper,912.33,6,0.16,254.64
5021,6/16/2011,2/19/2014,Express Shipping,4508,Daniella Broadley,Corporate,United States,Irvine,California,92619,South,4950,Office Supplies,Phones,Table,725.98,47,0.47,446.84
1043,7/21/2010,12/16/2017,Express Shipping,8797,Anett Schops,Corporate,United States,Mountain View,California,94042,North,7584,Technology,Pens,Phone,786.01,42,0.16,222.88
9362,2/17/2015,9/9/2013,Same Day Shipping,1326,Jyoti Thams,Consumer,United States,San Jose,California,95113,West,6225,Technology,Paper,Laptop,79.21,71,0.11,117.62
8065,4/17/2015,7/10/2012,Standard Shipping,4757,Issie Simonyi,Consumer,United States,San Rafael,California,94913,South,1371,Furniture,Tables,Pen,44.49,75,0.02,279.15
8672,3/31/2011,12/12/2018,Standard Shipping,2967,Ardelia Jonson,Home Office,United States,Sunnyvale,California,94089,South,8373,Furniture,Phones,Paper,799.7,92,0.3,126.98
8842,1/19/2010,4/5/2014,Standard Shipping,8699,Yolande Catmull,Corporate,United States,Burbank,California,91505,South,8013,Technology,Paper,Chair,24.55,12,0.13,265.3
4890,4/1/2021,6/26/2015,Express Shipping,5814,Bertie Sleit,Consumer,United States,Orange,California,92668,South,7712,Furniture,Laptops,Pen,700.78,16,0.19,125.17
5113,8/14/2011,7/29/2016,Standard Shipping,8395,Esme Tyrrell,Consumer,United States,San Jose,California,95128,North,8717,Office Supplies,Phones,Laptop,195.68,72,0.16,123.21
4963,2/22/2015,4/15/2012,Standard Shipping,7599,Mack Poschel,Home Office,United States,Sunnyvale,California,94089,South,1674,Office Supplies,Laptops,Table,55.8,62,0.43,310.25
5741,8/15/2012,1/14/2018,Same Day Shipping,3085,Larry Martinson,Home Office,United States,Garden Grove,California,92645,North,8754,Office Supplies,Paper,Laptop,574.86,90,0.44,496.48
4658,9/24/2022,12/23/2019,Same Day Shipping,2083,Allie Messitt,Corporate,United States,San Diego,California,92153,North,4546,Office Supplies,Phones,Table,968.09,59,0.47,495.59
